source,historic registered,tornado_name,tornado_year,town,overall_photos_folder,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,complete_address,building_name_listing,building_name_current,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,first_floor_ceiling_m,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,construction_type_u_unc,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,mwfrs_u_unc,masonry_leaves,masonry_leaves_unc,structural_wall_system_u,foundation_type_u,foundation_type_u_unc,wall_anchorage_type_u,wall_anchorage_type_u_unc,wall_substrate_u,wall_substrate_u_unc,wall_cladding_u,wall_cladding_u_unc,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,roof_system_u_unc,r2wall_attachment_u,roof_substrate_type_u,roof_substrate_type_u_unc,roof_cover_u,roof_cover_u_unc,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,retrofit_type_unc_u,hazards_present_u,status_u,wind_damage_rating_u,damage_indicator_u,degree_of_damage_u,wind_damage_details_u,roof_structure_damage_u,roof_structure_damage_u_per,roof_susbtrate_damage_u,roof_substrate_damage_per,foundation_failure_u,foundation_failure_per_u,wall_structure_damage_per_front,wall_structure_damage_per_back,wall_structure_damage_per_left,wall_structure_damage_per_right,wall_structure_damage_u,wall_structure_damage_n,wall_structure_damage_s,wall_structure_damage_e,wall_structure_damage_w,wall_substrate_damage_per_front,wall_substrate_damage_per_back,wall_substrate_damage_per_right,wall_substrate_damage_per_left,wall_substrate_damage_n,wall_substrate_damage_s,wall_substrate_damage_e,wall_substrate_damage_w,wall_substrate_damage_u,wall_cladding_damage_per_front,wall_cladding_damage_per_back,wall_cladding_damage_per_right,wall_cladding_damage_per_left,wall_cladding_damage_n,wall_cladding_damage_s,wall_cladding_damage_e,wall_cladding_damage_w,damaged_fenesteration_per_front,damaged_fenesteration_per_back,damaged_fenesteration_per_right,damaged_fenesteration_per_left,wall_fenestration_damage_per_n,wall_fenestration_damage_per_s,wall_fenestration_damage_per_e,wall_fenestration_damage_per_w,soffit_damage_per_u,fascia_damage_per_u,piles_damage_u,foundation_damage_cause_u,foundation_damage_u,foundation_damage_u_per,risk_category_16,building_low_rise,national_register_listing_year,existed_during_tornado,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,demolishing_year,single_unit,multiple_unit,world_heritage_property,hague_convention,sub_national_heritage _list,iucn_protected_area,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,prop_agricultural ,prop_cave,prop_culture _entertainment_facility,prop_forest,prop_industrial_facility,prop_lake,prop_military,prop_nature,prop_religious,prop_rock formation,prop_sports_facility,prop_unilities_facility,prop_archaeological,prop_commemorative structure or landmark,prop_ecosystem,prop_habitat,prop_infrastructure,prop_law / government facility,prop_mine,prop_park / garden,prop_residential facility,prop_scenic area,prop_transportation facility,prop_volcano,prop_battlefield,prop_commercial / exchange facility,prop_educational facility,prop_health / welfare facility,prop_island(s),prop_marine zone,prop_mountain,parking / storage facility,river catchment system,sea,underground facility,zoological park,prop_val_evidential,prop_val_historical,prop_val_aesthetic,prop_val_communal,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,buidling_existed_5_yrs_before_tornado,buidling_existed_3_yrs_before_tornado,buidling_existed_1_yrs_before_tornado,building_existed_during_tornado,building_in_use_during_tornado,building_use_during_tornado,damage_status,building_demolished_1_yrs_after_tornado,building_demolished_3_yrs_after_tornado,building_demolished_5_yrs_after_tornado,notes
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1006 Monroe St Nashville TN 37208 US,3,36.1717,36.1525,-86.9526,-85.8904,36.17457856,-86.7966415,1006 Monroe St Nashville TN 37208 US,,,6,no,not in use,1,1904,312.7,isolated,recessed,4.7,1.2,s,3.5,22.5,14,0.2,complex,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,40,20,35,40,20,40,35,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,clay_shingles,3,0.15,0,2022,yes,structural_restoration,3,"wind, wind-borne debris",severe,2,2,2,"roof damage/all torn off, property damage",5,100,5,100,0,0,10,10,10,10,1,1,10,10,10,10,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,100,100,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,no value,limited,no value,0,0,0,0,0,1,yes,yes,yes,yes,yes,abandoned,severe,no,no,no,"Roof type is dormer in the back, as well as hexagonal and hip in the front. Property damage includes fallen trees and branches. One story residential"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1112 Jefferson St Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17190968,-86.7980576,1112 Jefferson St Nashville TN 37208 US,Mt. Zion Baptist Church,,13,no,religious,2,1905,431,isolated,right_on_street,12.5,0.8,s,4,30.7,16.3,0.3,complex,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,25,30,45,40,30,25,45,40,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,3,asphalt,3,0.15,0,,no,not_applicable,3,wind,minor,1,1,1,broken windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,10,10,20,10,10,0,0,not_applicable,not_applicable,0,0,3,yes,,yes,religious,religious,religious,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,limited,some,exceptional,0,0,0,0,1,0,yes,yes,yes,yes,yes,religious,minor,no,no,no,Brick tower connected to the front right of the building
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1001 Monroe St Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17412921,-86.79587524,1001 Monroe St Nashville TN 37208 US,Nashville Public Library North Branch,,14,no,government,2,1915,325,isolated,recessed,7.62,0.8,n,4,16.3,20.8,0.2,hip,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,not_applicable,3,"brick,stone",3,stone,yes,30,30,30,30,30,30,30,30,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,1,un,un,1,clay_shingles,3,1,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,government,government,government,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,considerable,considerable,exceptional,0,0,1,0,0,0,yes,yes,yes,yes,yes,government,undamaged,no,no,no,no known or evidence of damage
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,925 Jackson St Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17081856,-86.79300071,925 Jackson St Nashville TN 37208 US,Nashville Downtown Tree Top Apartment,,6,no,residential,1,1945,212.36,isolated,right_on_street,5.3,1,n,3.2,24.24,10.46,0.3,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,stone,3,vinyl,yes,15,20,15,15,15,20,15,15,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_trusses,2,un,dimensional_lumber,2,asphalt,3,0.3,0,2018,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,817 Monroe St Nashville TN 37208 US,3,36.1717,36.1525,-86.9526,-85.8904,36.17463975,-86.79337091,817 Monroe St Nashville TN 37208 US,,,19,no,business,2,1940,154.68,isolated,right_on_street,8.5,0,n,3.3,19.15,7.93,0.3,flat,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,vinyl,yes,50,10,5,0,50,10,0,5,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,3,un,dimensional_lumber,3,un,1,0,1,,no,not_applicable,3,"wind, wind-borne debris",destroyed,5,5,5,entire building structure destroyed,5,100,5,100,0,0,100,100,100,100,5,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,2020,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no value,limited,limited,no value,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,destroyed,yes,yes,yes,"limited close detailed damage photos, only evidence from aerial view"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,700 Monroe St Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17599724,-86.79185849,700 Monroe St Nashville TN 37208 US,Monroe Street United Methodist Church,,13,no,religious,4,1906,597.26,isolated,recessed,9.5,1.2,s,4,35.14,17.47,0.4,complex,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,not_applicable,no,10,15,30,20,15,10,30,20,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,3,un,dimensional_lumber,2,asphalt,3,0.2,0,,un,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,3,yes,,yes,religious,religious,religious,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,some,limited,considerable,exceptional,0,0,0,0,1,0,yes,yes,yes,yes,yes,religious,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1207 7th Ave N Nashville TN 37208 US,2,36.1717,36.1525,-86.9526,-85.8904,36.1744501,-86.7909012,1207 7th Ave N Nashville TN 37208 US,,,6,no,residential,1,1899,178.48,isolated,right_on_street,4.2,0.5,e,3,17.9,8.91,0.2,hip,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,15,10,10,5,10,5,15,10,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,asphalt,3,0.2,0,2008,yes,building_addition,3,wind,minor,2,2,2,most damage to roof cover; some of the soffit and wall cladding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,40,0,0,0,0,0,40,30,90,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,minor,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1226 7th Ave N Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17553421,-86.79102472,1226 7th Ave N Nashville TN 37208 US,Buddeke-Byrne House,,19,no,government,2,1858,344.3,isolated,recessed,9.5,0.5,w,3.5,29.59,14.93,0.3,gable-hip_combo,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,3,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,un,yes,25,0,25,20,20,25,0,25,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,corrugated_steel,3,0.3,0,,un,not_applicable,3,wind,minor,1,1,1,mainly damaged fenestration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,50,50,0,0,35,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,government,government,government,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,considerable,considerable,considerable,some,0,0,1,0,0,0,yes,yes,yes,yes,yes,government,minor,no,no,no,I used government for the building use because that is what is on fulcrum; used for historical site tours
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1220 7th Ave N Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17516712,-86.7907866,1220 7th Ave N Nashville TN 37208 US,,,19,no,residential,2,1870,296.65,isolated,recessed,8.5,0.5,w,3,26.7,13.76,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,2,un,1,not_applicable,3,brick,3,wood,yes,15,15,10,10,10,10,15,15,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,asphalt,3,0.3,0,2019,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,limited evidence of damage post tornado; not able to see back of building
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1210 7th Ave N Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17480812,-86.79056745,1210 7th Ave N Nashville TN 37208 US,,,19,no,residential,2,1900,237.18,isolated,recessed,8.5,0.8,w,3,21.04,12.72,0.2,complex,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,wood,yes,25,20,30,30,30,30,20,25,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,dimensional_lumber,2,asphalt,3,0.2,0.5,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,limited,considerable,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1239 6th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17610767,-86.79034346,1239 6th Ave N Nashville TN 37208 US,Mother's Ruin,,19,no,business,2,1940,256.23,isolated,right_on_street,9.1,0.15,e,4.2,30.8,8.5,0.3,flat,0,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,2,un,1,not_applicable,3,brick,3,wood,yes,60,60,40,7,40,7,60,60,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,un,1,un,1,0.2,1,2019,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,not_applicable,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,considerable,some,considerable,some,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1237 6th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17596014,-86.79035817,1237 6th Ave N Nashville TN 37208 US,,,6,no,residential,1.5,1899,419.28,isolated,right_on_street,5.8,0.6,e,3,25.68,15.6,0.2,gable-hip_combo,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,3,un,1,not_applicable,3,brick,3,un,yes,40,30,30,30,30,30,40,30,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_trusses,2,un,dimensional_lumber,2,corrugated_steel,3,0.2,0,,no,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,limited,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1235 6th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17587194,-86.79027517,1235 6th Ave N Nashville TN 37208 US,Monell's,,19,no,business,2,1898,271.2,isolated,right_on_street,9.1,0.5,e,3,29.22,8.84,0.2,gable,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,stone,2,un,1,not_applicable,3,brick,3,wood,yes,35,20,15,20,15,20,35,20,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,corrugated_steel,3,0.4,0,un,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,not_applicable,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,some,limited,considerable,considerable,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1231 6th Ave N Nashville TN 37208 US,0,36.1717,36.1525,-86.9526,-85.8904,36.17568558,-86.79019873,1231 6th Ave N Nashville TN 37208 US,,,6,no,residential,1,1885,225.07,isolated,right_on_street,4.9,0.2,e,3,30.96,7.09,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,un,yes,30,20,15,15,15,15,30,20,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,dimensional_lumber,2,corrugated_steel,3,0.3,0,2019,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1229 6th Ave N Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17561477,-86.79015835,1229 6th Ave N Nashville TN 37208 US,,,6,no,residential,1,1885,272.29,isolated,right_on_street,4.7,0.2,e,3,29.94,8.06,0.2,complex,30,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,not_applicable,3,brick,3,wood,yes,20,15,10,10,10,10,20,15,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,3,un,un,1,corrugated_steel,3,0.3,0,2016,yes,building_addition,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,residential,residential,residential,not_applicable,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,no value,some,no value,1,0,0,0,0,0,yes,yes,yes,yes,yes,residential,undamaged,no,no,no,"complex roof type (including gable, hip, and other mix)"
visual historic masonry,no,"March 3, 2020 Tornado Outbreak",2020,Nashville,1221 6th Ave N Nashville TN 37208 US,1,36.1717,36.1525,-86.9526,-85.8904,36.17530804,-86.7898393,1221 6th Ave N Nashville TN 37208 US,Porter Road,,6,no,business,1,1899,174,isolated,right_on_street,4.8,0.7,e,3,19.7,8.47,0.2,gable,45,masonry_un,3,wall_diaphragm_masonry,roof_diaphragm_wood,no,3,double_leaf,2,masonry_block_unreinforced,un,1,un,1,not_applicable,3,"brick,vinyl",3,vinyl,yes,35,30,un,20,un,20,35,30,,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,2,un,un,1,steel_un,1,0.1,0,1970,un,not_applicable,3,wind,undamaged,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not_applicable,not_applicable,0,0,2,yes,,yes,business,business,business,not_applicable,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no value,no value,some,limited,0,1,0,0,0,0,yes,yes,yes,yes,yes,business,undamaged,no,no,no,
